newid,lact_num,calv_date,alp_date,avg_milk,avg_thi3,avg_csi3,avg_thi30,avg_csi30,avg_precspring
421029,2,2012-01-30,2012-06-27,21.67,55.72,1103.25,55.64,1074.08,123.74
376663,6,2013-09-29,2014-05-30,11.73,62.37,972.20,62.05,1033.22,169.56
238574,1,2008-09-10,2009-06-18,14.77,64.53,1018.35,63.38,1016.56,153.28
121988,1,2001-02-21,2001-06-16,16.18,43.42,1173.85,43.30,1191.70,166.31
398285,1,2010-12-02,2011-05-30,15.00,66.77,902.41,64.77,955.55,89.61
317927,2,2008-12-07,2009-07-15,11.80,61.69,1013.95,63.06,991.24,143.44
163547,2,2005-10-25,2006-06-11,13.87,65.66,971.44,62.47,1041.34,123.38
154344,5,2003-09-19,2004-06-09,20.77,63.29,967.93,61.77,1027.27,215.91
340084,5,2014-02-15,2014-07-11,19.26,54.47,1099.60,56.69,1069.95,181.70
204395,2,2005-09-17,2006-06-23,13.93,62.66,1004.44,60.42,1016.89,152.01
55577,1,2001-12-21,2002-07-07,11.50,59.49,1039.49,61.62,988.77,87.92
374935,6,2014-09-22,2015-06-27,15.43,67.42,899.06,67.99,917.02,154.69
233392,2,2008-02-19,2008-06-17,23.67,49.43,1070.75,49.81,1080.22,104.48
12433,5,2000-10-23,2001-07-05,17.00,57.45,1063.73,59.95,1034.18,145.65
417688,1,2015-01-12,2015-06-10,14.96,53.44,1061.00,51.56,1074.67,103.81
71337,5,2005-01-29,2005-06-14,19.66,53.19,1034.91,53.00,1061.28,102.54
152836,5,2004-01-23,2004-06-12,20.16,51.35,1117.05,48.47,1122.21,147.39
116339,4,2003-12-31,2004-07-02,15.87,68.08,916.81,64.68,964.78,65.41
230466,1,2008-01-12,2008-06-28,15.40,58.35,1003.49,55.07,1036.05,66.48
19187,3,2000-11-19,2001-07-08,11.00,54.39,1065.17,58.57,1036.30,120.69
301186,1,2006-01-25,2006-06-17,18.61,54.37,1061.81,53.19,1058.39,99.72
103220,1,2003-10-18,2004-06-09,12.23,64.30,1031.35,59.21,1053.07,139.31
256665,1,2002-10-16,2003-06-26,8.67,66.80,993.12,66.82,930.37,86.50
198476,4,2008-01-15,2008-06-23,18.06,53.74,1057.24,51.86,1098.82,124.42
109352,6,2002-11-25,2003-07-11,9.47,62.51,984.93,64.56,981.65,61.41
114664,1,2002-11-04,2003-06-08,11.83,64.00,1005.60,61.26,988.77,146.02
93573,1,2002-02-05,2002-06-01,14.98,48.19,1129.80,50.69,1082.32,117.95
362785,4,2010-09-25,2011-06-04,16.13,65.90,958.54,61.22,1023.99,120.58
343244,9,2013-02-08,2013-07-03,20.48,46.57,1156.81,45.29,1165.85,105.03
369442,1,2012-02-08,2012-07-03,18.63,53.92,1095.02,54.29,1072.65,153.80
349225,4,2014-10-01,2015-05-29,11.37,64.10,957.17,64.73,987.14,146.31
237887,2,2008-09-04,2009-06-10,15.87,66.69,1006.46,63.69,1002.51,147.56
107689,3,2005-11-30,2006-06-14,15.33,71.78,892.18,64.86,984.79,127.75
260873,2,2009-02-11,2009-06-12,24.82,55.53,1027.86,52.36,1071.67,105.14
134171,4,2007-12-03,2008-06-30,16.13,61.51,1060.69,56.98,1080.32,151.34
267131,3,2009-09-15,2010-07-01,9.20,64.52,992.37,61.61,1016.69,63.92
234823,6,2007-02-11,2007-05-26,20.10,51.13,1102.99,52.26,1095.91,170.53
224486,1,2006-09-30,2007-06-24,11.87,56.92,1063.58,57.76,1100.21,148.14
217229,1,2007-10-15,2008-06-20,12.40,63.10,971.26,61.58,1037.28,141.65
50261,2,2002-11-08,2003-06-09,13.90,71.85,897.35,67.96,933.45,132.03
24912,4,2001-01-01,2001-06-18,16.23,49.83,1079.64,43.97,1158.86,118.16
283356,1,2009-12-10,2010-06-07,15.10,67.41,962.36,61.52,1013.85,162.19
389768,2,2012-10-28,2013-06-14,12.03,64.73,962.49,61.33,1011.09,188.83
234947,2,2006-01-14,2006-06-15,26.30,54.57,1052.98,51.13,1109.13,118.66
97036,2,2003-09-24,2004-05-27,14.60,64.35,950.66,60.96,1005.42,187.64
308902,2,2010-11-26,2011-06-08,14.77,60.77,1024.38,59.63,1019.51,142.81
295259,6,2008-09-25,2009-06-09,21.53,59.91,1060.73,61.69,1048.38,183.28
65156,2,2003-10-09,2004-06-07,10.77,63.38,1043.39,63.62,978.54,173.28
322017,3,2012-09-04,2013-06-12,23.27,59.06,1058.16,59.57,1036.62,216.96
227559,3,2006-12-12,2007-06-11,12.53,66.70,921.00,63.02,997.09,118.97
364913,1,2012-12-26,2013-06-05,16.97,65.10,967.50,61.42,1021.30,119.61
111917,4,2004-10-22,2005-06-01,18.27,57.20,1064.46,58.22,1055.52,125.57
318432,2,2007-12-23,2008-05-31,17.17,70.05,901.71,64.97,977.62,145.88
207057,3,2005-02-09,2005-06-16,18.01,48.57,1112.30,48.98,1103.37,114.79
147369,2,2003-12-13,2004-07-01,13.87,63.54,981.63,59.73,1051.43,152.51
263197,1,2006-10-14,2007-05-21,12.93,63.45,1011.96,61.45,1043.19,225.18
243178,1,2008-10-03,2009-05-24,11.23,64.65,948.70,62.21,1004.67,163.30
370723,1,2010-02-12,2010-05-27,17.56,52.42,1074.10,49.44,1122.85,146.84
339639,7,2014-11-07,2015-06-12,13.93,67.79,856.77,64.74,943.15,172.82
419630,1,2015-02-11,2015-06-13,12.68,56.53,996.67,52.49,1029.75,88.47
92468,2,2001-01-11,2001-07-02,18.51,44.91,1160.77,43.15,1175.33,99.77
226870,7,2008-12-09,2009-06-20,12.67,69.69,948.22,66.98,972.68,58.22
87234,2,2002-02-12,2002-06-13,19.84,56.73,1058.95,56.48,1051.94,156.53
71611,2,2003-11-09,2004-06-10,15.10,60.59,1004.95,58.57,1041.63,159.81
323844,1,2011-09-28,2012-06-26,15.00,59.92,1024.72,63.48,1027.03,138.48
327319,2,2011-10-12,2012-06-11,14.27,54.02,1134.65,59.82,1036.77,140.99
367032,5,2013-01-23,2013-06-29,20.84,53.01,1054.20,50.42,1077.05,83.13
319892,5,2011-09-02,2012-05-26,21.67,73.14,892.79,68.98,942.85,146.79
249092,5,2012-02-09,2012-06-23,22.20,53.84,1024.76,53.90,1039.80,137.66
235968,2,2005-11-29,2006-07-04,10.90,66.31,975.42,68.22,951.06,141.29
18061,2,2000-11-14,2001-06-14,12.93,58.93,1022.76,60.92,1025.35,230.38
120652,3,2003-02-19,2003-06-08,21.15,52.62,1099.78,52.57,1077.74,121.08
229416,1,2007-12-31,2008-06-03,16.30,62.86,997.80,63.12,986.48,201.51
355216,2,2013-12-10,2014-06-15,16.93,66.35,928.17,64.81,1008.14,175.00
11698,2,2001-11-15,2002-06-22,13.23,67.38,913.64,63.19,988.78,156.69
236736,1,2004-09-26,2005-06-16,18.10,59.89,1052.20,61.07,1056.80,102.50
417449,2,2014-01-21,2014-06-25,20.23,53.97,1039.70,51.83,1071.83,103.84
413798,1,2011-11-09,2012-06-21,12.13,61.79,1019.83,60.37,1027.11,153.15
202620,2,2004-09-19,2005-06-23,10.57,66.73,1006.19,64.63,972.26,162.18
288905,2,2011-02-05,2011-06-16,15.99,57.70,1040.10,56.25,1047.69,107.93
140607,2,2004-11-23,2005-06-27,10.03,63.39,981.88,54.96,1062.24,96.19
386886,2,2008-10-24,2009-06-05,10.40,56.90,1075.46,56.15,1086.23,150.37
274218,1,2003-11-01,2004-06-28,18.60,64.52,963.81,61.14,1062.59,146.14
176100,1,2005-02-18,2005-06-04,16.06,51.43,1096.32,55.89,1062.30,155.84
357467,2,2013-10-12,2014-06-21,13.97,61.89,1032.79,60.96,1039.26,162.15
414285,4,2011-11-14,2012-06-05,20.83,61.47,1074.97,61.95,1001.29,186.90
281042,1,2009-11-21,2010-06-11,14.13,69.22,952.27,61.74,1032.30,151.57
384061,2,2013-11-01,2014-05-29,13.17,58.76,1014.66,60.16,1047.38,194.77
123890,4,2007-11-13,2008-05-28,16.73,70.45,870.44,62.01,990.36,179.46
66666,5,2002-09-20,2003-06-09,20.97,72.57,849.51,67.59,928.79,149.88
337149,3,2010-10-29,2011-06-10,13.43,62.76,1048.92,60.49,1064.61,174.00
394332,2,2014-02-14,2014-05-25,25.93,55.12,1030.69,54.05,1037.17,136.56
119615,1,2004-02-12,2004-06-11,18.70,45.99,1107.03,46.27,1133.69,116.23
126369,3,2004-09-20,2005-07-04,12.57,60.42,1024.37,59.18,1026.29,155.82
234423,2,2007-02-23,2007-06-18,15.96,48.74,1098.82,45.87,1129.71,89.00
349452,7,2014-12-21,2015-06-23,17.57,63.65,969.63,66.69,953.25,86.69
50582,2,2003-02-06,2003-06-28,18.44,60.03,1023.61,59.19,1012.22,59.55
62397,1,2001-01-15,2001-06-21,16.57,53.07,1047.36,50.59,1091.97,145.79
138673,4,2003-11-10,2004-07-04,13.27,54.67,1007.92,53.54,1083.42,193.85
160130,2,2007-01-12,2007-06-18,17.69,50.92,1092.72,50.88,1088.74,113.48
361326,1,2012-11-23,2013-06-13,14.80,63.27,998.78,59.36,1015.21,186.62
290019,3,2009-02-09,2009-06-11,14.74,51.37,1071.48,52.99,1060.13,101.24
153116,3,2007-09-29,2008-06-11,13.97,61.89,1027.85,65.73,962.80,128.14
108282,3,2006-01-16,2006-06-23,22.37,47.75,1137.87,48.14,1142.72,119.92
378304,2,2014-09-14,2015-06-17,14.43,66.51,938.17,63.56,988.56,124.26
51227,1,2001-11-19,2002-07-05,14.60,58.64,1165.72,63.05,1000.74,125.19
135155,2,2000-09-27,2001-06-14,15.80,61.09,1057.16,63.15,1022.40,193.22
233072,1,2005-10-10,2006-06-24,14.43,63.66,970.80,58.43,1055.42,149.13
71914,2,2002-10-11,2003-06-03,20.10,72.31,889.13,68.33,963.04,113.59
226882,4,2011-01-31,2011-06-29,25.29,56.65,1033.09,55.66,1053.77,155.27
295226,1,2010-09-18,2011-06-17,13.50,60.23,1049.49,63.07,1018.94,146.65
177157,2,2003-01-31,2003-06-26,18.41,55.56,1037.44,55.99,1056.23,95.52
287374,1,2010-01-27,2010-06-08,14.22,57.56,1021.61,54.69,1053.91,103.46
261109,1,2005-11-24,2006-06-06,10.97,58.87,989.09,60.02,981.68,35.24
363306,4,2012-12-10,2013-07-10,16.40,70.38,920.13,67.85,946.35,130.93
350831,2,2013-09-26,2014-06-28,13.47,62.50,1021.09,61.71,1014.16,193.75
195372,8,2008-10-12,2009-06-25,11.10,62.67,984.70,66.24,993.40,157.00
37649,2,2002-09-12,2003-06-17,9.67,65.91,1007.66,68.33,955.43,80.60
50087,4,2001-11-14,2002-05-31,12.30,59.11,1040.84,60.53,1018.13,167.96
314096,1,2011-01-20,2011-06-18,17.80,55.06,1104.33,53.73,1075.70,150.51
320696,2,2012-09-15,2012-09-26,26.23,56.30,1102.74,56.77,1014.38,120.98
83926,7,2002-12-04,2003-07-02,15.33,62.15,1136.46,67.66,965.82,154.61
102951,4,2002-10-07,2003-06-01,11.70,70.89,938.00,68.34,945.76,119.19
259623,1,2009-01-24,2009-06-09,17.66,47.56,1156.11,50.73,1113.15,109.79
310071,1,2009-10-08,2010-06-30,10.37,58.83,1024.58,59.71,1034.25,221.35
85677,2,2002-01-14,2002-06-29,14.86,64.03,971.53,61.85,1008.32,205.29
53251,2,2000-10-28,2001-06-09,12.13,51.66,1154.12,56.94,1070.22,232.00
381558,2,2014-10-22,2015-06-12,11.97,67.53,896.01,65.37,964.32,137.71
262522,1,2006-11-19,2007-06-15,16.00,66.12,1058.11,63.40,1038.26,175.50
131279,3,2006-11-11,2007-06-10,21.77,67.58,895.26,59.75,1043.50,173.67
177054,1,2006-02-16,2006-06-24,15.18,58.43,996.36,55.90,1034.97,55.04
159743,2,2006-09-30,2007-06-13,10.57,66.32,973.50,62.67,1007.90,152.81
153201,1,2005-09-05,2006-06-13,17.17,62.10,995.38,53.52,1135.11,140.42
250969,1,2008-11-07,2009-07-16,11.40,60.23,1041.49,60.34,1014.92,142.88
285223,2,2009-12-30,2010-06-12,20.67,69.73,913.55,66.71,947.50,139.19
395218,1,2012-01-20,2012-05-29,18.16,54.62,1063.88,54.41,1072.05,133.82
5599,3,2001-10-20,2002-06-12,11.93,52.31,1112.88,54.45,1116.95,162.98
282735,2,2010-12-19,2011-06-27,9.53,60.41,941.30,58.62,1000.81,84.71
311626,2,2007-11-08,2008-06-18,12.90,60.16,996.92,62.87,998.67,104.56
343351,2,2013-02-25,2013-06-05,25.84,50.05,1038.81,51.60,1055.80,124.61
95927,1,2003-09-18,2004-06-14,12.30,65.05,956.23,66.47,969.65,157.57
314413,2,2010-01-04,2010-07-05,20.37,48.68,1085.91,49.27,1095.06,74.95
341962,1,2010-10-07,2011-05-24,16.50,62.37,1010.41,60.21,1025.76,160.82
158831,2,2006-12-31,2007-06-23,17.23,55.08,1070.87,58.62,1079.45,165.20
223374,1,2006-12-21,2007-05-26,10.37,63.39,969.77,64.53,987.50,184.94
413549,2,2014-11-27,2015-06-12,13.47,63.06,943.91,63.58,973.31,179.87
245060,2,2009-11-05,2010-06-16,13.70,62.64,1006.45,59.89,1033.99,177.50
373041,3,2010-02-10,2010-06-24,23.45,48.98,1108.18,49.96,1092.03,153.39
22465,4,2004-02-29,2004-06-30,20.04,56.81,1021.67,54.37,1041.48,108.60
176387,1,2004-10-18,2005-06-03,14.30,57.59,1058.11,59.84,1045.37,132.40
381874,2,2011-12-03,2012-06-23,13.77,63.37,952.67,62.07,1021.85,130.74
86649,1,2000-10-09,2001-06-24,12.73,63.05,988.42,61.76,1029.96,88.55
42444,2,2001-10-16,2002-06-16,12.97,63.91,974.91,60.30,1044.54,189.39
221617,9,2015-01-08,2015-06-26,17.31,45.63,1161.13,44.45,1150.29,85.47
67505,3,2000-12-23,2001-06-15,16.83,60.00,1014.84,61.89,995.52,185.11
287170,1,2007-11-01,2008-05-20,19.60,64.08,954.83,62.15,1018.48,120.08
306503,5,2010-11-09,2011-06-29,15.63,61.64,1023.43,60.98,1050.94,191.05
84495,2,2001-12-25,2002-06-20,17.50,66.77,973.80,61.54,1051.21,169.63
48557,2,2001-11-07,2002-06-08,12.80,58.36,1039.61,59.21,1050.62,158.45
251483,5,2012-01-28,2012-06-19,15.73,49.77,1104.85,46.57,1131.42,151.56
357350,1,2012-10-30,2013-06-17,10.67,70.52,905.53,63.52,1000.35,155.75
136414,4,2001-12-28,2002-06-03,18.87,57.46,1070.52,59.27,1066.02,157.59
197249,1,2002-12-02,2003-06-17,11.00,74.53,869.00,70.49,893.80,70.32
149291,2,2005-02-27,2005-06-11,19.73,55.54,1046.52,56.22,1053.18,103.36
78516,7,2003-10-09,2004-06-07,11.67,59.43,1051.01,61.15,1029.50,189.13
414270,1,2013-12-05,2014-06-11,18.87,66.63,909.75,61.52,1028.24,193.37
59169,3,2002-02-01,2002-06-29,21.16,54.13,1029.72,52.03,1089.42,156.12
417099,1,2014-01-16,2014-06-18,18.50,56.63,1015.72,53.70,1051.64,86.81
314776,2,2008-11-28,2009-06-10,13.53,61.52,1048.70,58.63,1017.72,169.53
268901,1,2009-09-25,2010-07-02,6.87,65.88,978.46,63.70,998.42,135.10
186255,2,2006-10-02,2007-05-08,15.50,65.24,1063.85,64.87,997.82,187.25
385214,1,2013-11-08,2014-06-02,16.07,62.65,1077.31,60.94,1052.29,162.21
203673,3,2004-12-19,2005-06-23,14.80,64.05,1005.83,61.52,1021.87,117.16
162609,1,2004-11-14,2005-06-18,12.27,65.74,999.70,62.09,1033.99,162.77
195209,2,2004-12-05,2005-06-18,11.67,60.60,1035.03,62.69,1019.03,72.41
356706,1,2005-01-03,2005-06-03,18.84,51.66,1070.86,51.63,1103.11,88.56
177624,2,2006-02-26,2006-06-28,15.50,59.34,1011.43,56.99,1038.20,100.10
393788,1,2014-02-04,2014-06-08,17.77,49.58,1092.12,50.68,1078.74,118.40
87376,4,2003-01-08,2003-06-15,22.71,57.89,1042.43,54.84,1069.99,94.87
287989,2,2010-02-05,2010-06-17,20.20,55.31,1010.67,53.50,1033.78,94.23
333666,2,2009-10-29,2010-06-12,16.80,69.85,965.16,59.77,1021.79,175.26
408745,3,2012-11-23,2013-06-20,11.37,70.28,882.11,62.55,994.12,199.79
90483,1,2003-02-19,2003-05-16,13.94,56.53,1044.56,56.44,1046.36,127.07
416572,2,2014-12-28,2015-06-04,16.43,70.21,904.28,64.08,952.31,170.37
341122,2,2013-01-02,2013-06-28,18.13,46.29,1102.58,50.43,1082.17,97.96
153848,1,2000-11-07,2001-06-30,8.67,59.88,1037.97,59.76,1053.93,151.40
398981,1,2014-09-06,2015-05-31,12.90,66.24,882.38,63.10,962.59,143.70
23653,2,2000-12-20,2001-06-07,15.73,59.65,1056.44,60.34,1055.19,184.11
329787,1,2011-10-24,2012-06-14,14.87,64.26,984.35,63.88,1005.98,134.10
149610,6,2008-11-04,2009-07-11,11.70,65.51,861.05,65.89,889.17,184.93
370743,2,2011-09-24,2012-06-21,16.33,57.19,1112.80,56.35,1065.66,162.22
38562,1,2001-10-04,2002-05-24,15.83,64.50,991.80,61.66,1013.65,165.35
360708,1,2010-11-13,2011-05-23,14.87,58.35,1043.74,57.09,1063.01,168.73
112920,1,2003-12-02,2004-06-07,14.73,61.02,1065.19,63.68,1002.47,180.09
417845,2,2012-02-21,2012-06-22,14.21,56.64,1015.10,56.52,1006.77,83.25
316074,2,2004-10-13,2005-06-15,12.37,61.70,1111.23,62.42,1008.69,186.54
271057,4,2012-10-09,2013-06-23,16.10,61.85,976.65,58.64,1045.51,194.60
113577,1,2003-01-12,2003-06-19,13.19,57.45,1070.97,54.07,1064.91,82.13
362585,2,2011-11-23,2012-06-13,19.33,61.74,1083.83,65.24,1002.96,152.64
342445,3,2011-02-28,2011-07-06,21.24,59.65,1014.30,57.83,1010.29,116.75
100912,4,2006-09-23,2007-06-21,10.70,69.14,939.20,64.62,999.19,103.08
258228,4,2009-01-06,2009-06-25,18.31,57.72,1022.73,55.92,1035.03,71.57
53276,1,2000-09-15,2001-06-30,9.23,63.73,956.72,63.20,1002.18,92.87
300340,3,2005-09-14,2006-06-11,13.93,66.16,970.24,61.90,1039.05,138.82
327826,2,2012-12-27,2013-07-14,13.33,68.17,995.48,67.84,939.77,198.41
114986,5,2001-09-27,2002-06-27,16.17,55.97,1058.49,55.06,1064.63,165.81
304414,6,2011-10-20,2012-07-02,17.33,61.11,1054.53,60.04,1050.82,127.61
376628,1,2013-09-29,2014-05-28,13.23,57.16,1066.76,58.99,1054.32,193.75
174378,1,2004-12-13,2005-06-24,13.50,69.99,862.17,61.49,1009.12,161.54
379288,1,2013-10-10,2014-06-20,10.70,57.91,1052.52,59.73,1040.53,186.42
95140,5,2007-10-02,2008-06-19,18.07,59.74,999.10,63.17,979.41,156.66
315460,1,2011-02-10,2011-06-09,18.56,54.63,1030.73,54.38,1064.30,126.13
273064,2,2010-09-18,2011-05-24,16.57,57.85,1030.09,55.75,1074.54,132.76
290971,1,2007-01-14,2007-06-08,16.78,62.18,987.36,58.20,1033.08,132.36
204215,1,2007-02-02,2007-06-18,14.18,57.98,1014.17,57.59,1026.73,124.10
336450,5,2015-02-17,2015-06-09,26.13,56.11,1033.78,55.68,1007.44,106.60
35167,2,2001-09-18,2002-06-24,10.37,64.37,1033.95,61.81,1051.15,187.87
252229,3,2005-10-23,2006-06-01,19.20,60.64,995.32,65.97,955.29,139.70
397103,1,2011-12-27,2012-06-10,13.00,59.17,1055.18,59.07,1044.94,126.74
222489,2,2004-01-19,2004-07-05,19.78,38.32,1202.83,41.06,1192.26,65.82
418886,2,2015-01-30,2015-06-25,16.93,59.18,996.16,55.38,1037.88,121.16
261296,2,2005-01-12,2005-06-25,28.44,49.70,1098.58,43.43,1174.53,126.01
178108,1,2000-12-17,2001-07-03,10.83,57.70,1052.55,60.28,1047.23,151.77
89117,2,2002-01-30,2002-06-27,13.62,52.76,1055.12,52.45,1080.42,158.61
210564,1,2007-09-14,2008-06-24,13.47,69.03,925.60,63.56,1014.22,122.47
34206,1,2001-09-12,2002-06-06,17.83,64.05,1074.16,64.40,994.75,133.74
229097,1,2002-09-14,2003-05-26,12.03,61.40,1002.70,63.06,993.77,119.23
340152,2,2011-01-26,2011-06-20,17.33,54.99,998.91,57.15,1004.76,128.65
237839,9,2009-12-04,2010-06-25,13.13,57.80,1046.31,59.01,1063.44,171.53
373735,1,2012-09-11,2012-09-24,30.33,54.65,1054.22,54.66,1037.14,118.23
408741,1,2014-10-27,2015-06-26,8.70,61.01,1008.52,64.92,979.04,125.12
413822,1,2014-11-29,2015-07-22,11.20,61.36,993.11,61.76,984.36,120.21
281561,1,2008-12-04,2009-05-29,19.27,63.96,929.93,62.84,1001.82,166.34
25785,4,2002-01-28,2002-06-25,17.51,58.65,1029.92,57.90,1017.92,129.76
368918,1,2013-02-23,2013-06-29,16.43,46.30,1121.10,46.35,1126.61,89.45
266070,2,2009-09-07,2010-06-11,15.53,62.98,1016.79,54.76,1106.30,140.14
244308,4,2010-01-24,2010-06-15,24.48,47.37,1102.34,51.32,1074.64,79.91
120505,2,2004-02-25,2004-07-08,21.21,51.02,1103.35,50.62,1096.48,124.75
309807,3,2010-12-03,2011-06-01,15.63,62.68,1061.01,62.07,1029.67,140.11
269538,2,2010-10-01,2011-05-19,18.20,64.24,986.16,60.93,1013.77,131.69
11077,6,2004-11-28,2005-06-05,18.97,53.36,1105.89,55.26,1075.40,132.34
109306,4,2006-02-10,2006-06-27,16.99,49.35,1132.69,50.45,1107.40,109.76
116949,1,2004-01-07,2004-06-09,14.55,51.11,1074.70,50.07,1114.14,116.12
367209,4,2014-01-20,2014-06-12,18.76,55.69,1029.26,54.13,1073.28,162.96
133772,2,2005-12-02,2006-06-20,16.53,65.44,1047.28,61.63,1050.88,109.30
356752,3,2013-11-21,2014-06-17,14.50,58.91,1072.02,59.27,1054.38,211.85
304296,6,2013-12-30,2014-06-28,14.00,59.19,1001.74,58.98,1002.96,126.27
58104,1,2002-01-18,2002-06-01,15.07,52.00,1101.62,53.63,1079.92,93.34
419762,2,2015-02-14,2015-06-13,16.23,56.53,996.67,52.49,1029.75,88.47
358856,2,2012-11-07,2013-06-29,9.60,64.41,938.48,65.19,971.78,191.70
359125,3,2013-10-27,2014-06-16,18.13,54.37,1139.46,56.68,1090.71,183.23
90099,3,2001-02-19,2001-06-24,19.17,50.60,1090.59,53.41,1071.66,154.99
363989,4,2011-12-23,2012-06-09,23.30,60.53,1121.31,60.80,1020.70,104.76
195225,2,2006-11-10,2007-06-08,9.17,63.98,1009.33,63.12,1047.18,144.82
317853,1,2006-12-04,2007-06-14,12.13,66.67,933.72,60.33,1042.32,121.88
261529,2,2007-10-23,2008-06-06,18.53,53.90,1099.18,55.70,1056.44,141.39
273974,6,2009-10-15,2010-05-21,18.97,61.26,1020.65,64.34,967.04,82.08
325019,1,2008-02-20,2008-06-13,14.21,,,,,109.70
261653,1,2009-02-24,2009-06-05,18.74,46.43,1140.64,50.88,1098.35,118.21
172338,1,2005-12-18,2006-06-15,12.50,68.49,916.89,62.70,1016.29,188.51
109948,7,2005-12-13,2006-06-11,15.60,56.52,1060.04,54.36,1113.27,122.24
288302,8,2010-02-10,2010-06-23,22.39,47.18,1113.34,51.74,1091.64,124.39
201107,7,2009-11-14,2010-06-06,13.60,64.33,982.23,60.08,1008.38,217.90
39154,7,2000-09-26,2001-05-27,20.00,66.14,897.47,60.69,1013.38,176.27
415540,1,2014-12-15,2015-06-23,9.13,58.75,1056.33,65.11,981.20,151.29
29106,2,2001-02-24,2001-06-25,18.68,49.66,1141.02,51.79,1114.45,196.53
236451,2,2004-09-14,2005-06-28,12.93,64.03,993.29,60.45,1050.65,114.87
316815,2,2008-01-31,2008-06-23,18.07,52.77,1052.32,53.97,1058.75,129.99
240518,1,2008-09-21,2009-06-13,8.97,66.12,978.88,62.64,1022.01,156.55
201789,7,2007-01-02,2007-06-16,18.37,55.82,1037.86,53.27,1058.26,100.21
124591,4,2008-02-10,2008-06-02,26.13,53.88,1064.79,52.96,1078.09,162.71
103214,1,2003-10-18,2004-06-18,16.13,62.86,1040.64,61.12,1058.17,200.81
374212,3,2013-09-15,2014-06-07,17.87,66.98,944.58,62.06,1026.56,142.79
62739,1,2001-02-11,2001-06-14,12.46,51.32,1087.92,49.15,1128.81,160.99
397730,1,2010-12-09,2011-06-09,14.70,61.71,1033.60,60.49,1035.98,163.75
225848,2,2008-12-13,2009-06-19,12.10,62.45,1031.92,60.53,1036.23,126.98
339571,2,2012-01-06,2012-06-27,16.98,42.10,1170.16,46.77,1142.22,97.50
144228,3,2001-11-10,2002-05-25,12.70,54.99,1143.84,57.31,1065.11,203.56
204776,2,2005-10-18,2006-06-25,15.70,62.90,989.60,58.95,1032.12,138.89
421731,1,2013-01-02,2013-06-13,16.17,48.77,1078.19,44.46,1125.88,150.27
230201,1,2008-01-09,2008-06-27,15.21,52.66,1086.80,52.45,1077.18,108.68
96167,5,2003-09-19,2004-06-09,19.30,70.36,886.88,59.08,1029.01,55.47
5771,6,2000-10-01,2001-06-26,19.70,61.26,992.57,59.21,1046.35,170.00
417685,1,2015-01-12,2015-06-22,16.98,53.92,1035.40,54.67,1046.85,75.57
256486,8,2014-09-10,2015-06-15,15.07,68.28,988.23,66.73,935.13,143.63
65826,2,2003-09-20,2004-06-12,16.03,64.24,1012.13,65.37,981.28,184.24
55439,3,2000-11-27,2001-06-28,12.93,71.86,916.43,66.23,962.21,151.77
152886,7,2004-01-10,2004-06-29,17.02,44.09,1156.02,41.37,1185.61,73.92
201119,2,2005-09-21,2006-06-26,13.27,60.71,1015.30,56.56,1072.77,178.27
84205,2,2002-12-07,2003-06-23,13.30,67.24,987.62,69.18,941.38,96.92
209004,7,2005-01-09,2005-06-19,17.52,46.11,1150.37,47.55,1113.71,64.85
109125,4,2006-12-26,2007-06-16,17.60,60.37,1088.95,55.88,1106.37,136.36
158256,9,2006-10-02,2007-06-02,17.60,62.33,1011.41,65.54,1016.18,185.72
285297,7,2014-02-18,2014-06-18,18.77,54.98,996.95,57.29,1010.84,102.14
120501,1,2002-10-05,2003-06-04,15.23,68.45,953.33,65.58,964.04,146.30
338655,3,2010-09-25,2011-05-29,9.73,62.61,990.07,60.29,1027.85,133.61
404631,3,2014-10-08,2015-06-22,14.83,67.24,1011.67,67.09,930.32,177.20
139476,2,2003-12-11,2004-05-30,19.63,63.15,980.22,59.91,1031.09,161.47
224408,1,2006-09-15,2007-06-12,15.27,63.59,1041.65,61.07,1058.10,106.56
340466,4,2013-02-16,2013-06-28,18.13,59.27,995.52,55.34,1028.60,87.24
341484,1,2012-02-02,2012-05-28,21.22,56.91,1035.50,55.34,1035.15,157.34
217233,1,2007-10-15,2008-07-03,13.00,63.33,1014.26,61.46,1047.78,173.90
390833,1,2012-12-13,2013-06-26,15.83,59.73,1046.40,61.86,1005.92,228.72
260870,2,2009-02-11,2009-05-28,20.41,48.04,1110.13,51.40,1078.46,130.71
155744,6,2009-09-18,2010-06-01,21.97,64.02,1015.39,64.73,989.52,172.34
147914,1,2002-11-14,2003-06-18,14.20,67.61,1000.42,66.88,957.80,74.37
55036,3,2002-11-19,2003-06-09,12.90,68.26,890.02,63.55,981.03,73.00
26912,4,2001-01-24,2001-06-27,12.16,52.10,1068.66,52.29,1086.31,98.78
283370,1,2009-12-11,2010-06-13,13.87,66.49,941.29,64.04,991.74,151.04
176425,4,2008-09-17,2009-06-03,20.23,61.34,1038.18,63.74,1010.08,170.58
404691,2,2012-10-06,2013-06-05,11.13,62.08,969.43,59.82,1021.51,193.47
191802,1,2006-10-25,2007-06-26,15.30,54.30,1159.38,51.87,1133.34,137.46
178157,2,2002-11-24,2003-06-07,14.17,64.77,949.26,61.83,1002.98,137.99
228928,2,2007-12-26,2008-06-19,12.33,61.93,1021.79,59.64,1053.03,120.41
