newid,lact_num,calv_date,alp_date,avg_milk,avg_thi3,avg_csi3,avg_thi30,avg_csi30,avg_precspring
224364,5,2010-02-19,2010-06-05,26.20,60.17,966.13,54.81,1038.28,134.61
83453,5,2001-11-09,2002-06-15,12.20,66.08,917.76,54.56,1111.54,184.40
261565,3,2000-09-16,2001-06-24,14.60,66.78,899.06,61.77,1000.32,184.08
122783,5,2008-10-18,2009-06-29,15.17,63.49,1053.80,62.35,1037.26,116.96
252570,1,2007-09-14,2008-06-02,12.03,65.96,969.90,61.04,998.60,154.72
289943,1,2002-10-08,2003-06-10,12.83,67.35,931.11,62.55,1017.80,112.93
100099,6,2003-10-07,2004-06-07,17.57,64.25,982.47,62.55,978.37,168.20
28245,2,2001-02-12,2001-07-05,10.30,53.62,1057.75,54.35,1057.31,89.56
118608,1,2003-02-04,2003-06-05,17.74,59.92,977.01,55.47,1047.24,124.87
368827,1,2013-02-22,2013-07-05,12.86,49.00,1113.64,50.09,1078.41,133.89
324314,2,2011-09-30,2012-06-16,9.67,65.70,996.91,60.98,1035.28,136.24
108613,2,2005-02-03,2005-06-19,15.27,45.98,1119.98,50.79,1071.97,64.85
334742,1,2005-09-30,2006-06-26,12.77,67.27,1021.81,61.20,1057.28,114.93
401521,2,2014-09-23,2015-06-18,14.60,63.75,1037.78,64.10,985.63,170.07
236281,2,2007-01-01,2007-06-07,17.75,59.34,989.21,56.46,1018.91,87.69
6105,3,2000-10-02,2001-06-28,9.80,63.72,1022.03,60.63,1041.55,160.46
399878,5,2014-09-14,2015-06-03,9.83,71.44,893.59,65.79,968.15,155.82
341537,3,2013-01-30,2013-06-23,24.24,42.76,1156.36,44.78,1162.04,175.80
78227,1,2002-11-03,2003-06-14,13.67,67.86,971.65,66.89,967.39,132.93
262224,1,2006-09-19,2007-06-18,15.30,63.57,1075.22,60.40,1061.34,166.01
402684,1,2014-09-29,2015-06-23,14.83,64.02,1045.25,65.43,936.52,177.83
146752,1,2002-09-24,2003-06-13,16.03,74.17,901.97,70.33,913.18,105.72
79189,2,2002-11-06,2003-07-03,11.80,52.82,1121.83,58.65,1079.73,54.20
286222,3,2011-02-13,2011-06-13,19.65,51.89,1093.05,49.19,1086.48,118.26
384221,1,2013-11-02,2014-06-10,12.20,64.03,973.78,59.42,1038.47,143.31
128479,1,2004-10-01,2005-06-03,12.70,60.92,1048.93,59.25,1042.88,141.57
284658,6,2009-01-22,2009-07-08,24.30,59.32,991.59,56.80,1027.51,71.54
313867,2,2008-09-16,2009-05-16,9.33,67.03,961.06,62.63,993.45,166.59
160181,9,2011-11-01,2012-06-12,12.67,58.32,1025.75,61.87,990.73,149.45
298227,2,2011-12-28,2012-06-19,15.37,62.14,1058.45,62.38,1031.71,173.06
183990,2,2007-09-30,2008-05-21,12.77,61.83,931.16,60.52,1008.80,166.71
12904,6,2002-11-24,2003-06-09,10.17,68.26,890.02,63.55,981.03,130.72
307968,1,2010-11-19,2011-05-27,15.23,66.42,994.92,60.74,1018.60,172.40
206085,6,2009-02-20,2009-06-05,22.74,56.42,1037.19,50.85,1106.68,132.58
150034,1,2000-11-21,2001-06-22,13.37,66.27,966.97,62.51,1026.42,184.68
230684,1,2006-10-17,2007-06-21,13.53,63.02,1016.91,61.13,1065.26,174.98
259523,1,2007-02-03,2007-07-04,17.93,66.94,1002.27,65.30,963.15,114.07
95775,6,2003-09-16,2004-05-20,16.83,60.84,972.11,56.79,1058.04,178.66
285815,5,2010-01-06,2010-06-30,28.95,49.88,1049.79,47.44,1105.91,143.84
27700,6,2002-01-30,2002-06-15,21.42,53.90,1041.99,51.17,1114.75,161.17
387490,2,2013-11-23,2014-06-03,15.57,63.20,939.02,60.82,1018.96,197.40
383670,3,2012-11-26,2013-06-14,11.97,63.87,943.15,59.90,1021.25,124.60
13748,5,2005-01-17,2005-06-19,13.85,43.40,1186.94,44.09,1168.05,134.64
315553,1,2008-11-22,2009-06-23,18.40,57.16,1110.47,62.51,1043.17,140.03
311030,1,2009-12-13,2010-06-15,11.73,65.61,1019.94,61.62,1028.30,153.86
348720,2,2012-09-19,2013-06-16,17.37,65.75,930.88,60.79,1009.07,218.68
270335,1,2009-10-01,2010-06-27,15.13,62.94,1004.50,63.23,999.68,47.55
352772,5,2014-12-03,2015-06-04,15.13,72.39,849.76,63.26,997.48,144.31
303738,2,2012-01-28,2012-07-02,22.80,49.32,1129.56,45.23,1156.03,106.41
199342,6,2005-11-28,2006-06-08,18.93,59.83,989.98,62.36,1006.08,156.34
323301,2,2012-11-03,2013-06-13,21.40,68.21,903.43,64.18,972.82,142.94
393346,1,2014-01-27,2014-06-03,13.16,55.27,1034.08,56.21,1023.37,142.29
29331,5,2001-02-27,2001-06-26,21.86,58.57,1010.68,57.93,1040.40,136.51
222480,2,2006-09-27,2007-06-27,7.40,55.04,1075.53,59.31,1066.40,165.20
69456,3,2002-10-02,2003-05-30,11.17,65.30,983.40,66.79,983.08,113.59
20599,8,2006-02-01,2006-06-22,16.66,53.72,1098.36,54.26,1068.09,107.69
106984,2,2003-11-01,2004-06-27,12.37,59.82,1000.68,54.69,1083.21,151.74
166952,3,2006-10-21,2007-06-07,13.87,61.96,1006.02,60.36,1070.07,169.72
337969,1,2011-12-17,2012-07-03,13.73,54.75,1120.75,56.18,1106.00,118.08
204119,1,2004-09-21,2005-06-08,13.97,59.73,1048.25,64.66,984.20,169.34
397040,2,2010-12-17,2011-07-05,11.93,61.55,990.31,57.92,1038.12,62.47
75607,5,2007-11-11,2008-06-30,13.97,64.90,944.17,60.54,974.48,179.51
303235,4,2012-09-29,2013-06-29,19.80,59.46,1027.47,64.48,988.72,129.87
26855,4,2001-01-24,2001-06-25,19.31,56.60,1030.27,53.27,1089.35,180.28
291446,2,2009-02-20,2009-07-12,19.18,54.32,1073.87,53.78,1057.39,115.33
214077,2,2005-09-22,2006-06-12,11.87,63.73,969.71,58.45,1064.01,157.54
254012,2,2006-10-09,2007-05-26,17.97,63.47,990.79,61.63,1046.10,187.32
339594,1,2012-01-06,2012-06-27,22.99,57.79,1049.61,55.38,1064.67,110.54
199564,4,2004-09-22,2005-05-25,17.57,55.19,1111.46,56.28,1080.11,170.18
57676,6,2003-01-11,2003-06-16,15.83,48.64,1130.31,50.29,1112.14,113.23
271133,4,2009-10-04,2010-06-18,12.20,52.41,1139.04,55.31,1064.36,149.20
339316,1,2005-01-27,2005-06-19,13.80,53.91,1032.14,49.19,1110.98,104.43
203666,4,2008-02-22,2008-06-27,20.67,46.99,1114.10,49.11,1094.55,107.00
67917,2,2002-09-26,2003-06-10,10.23,70.12,905.35,65.90,958.58,118.08
79604,1,2001-10-04,2002-06-14,13.07,61.42,1056.72,60.45,1064.54,189.46
324886,3,2011-10-02,2012-06-11,12.00,58.87,1035.01,61.65,1012.53,136.03
363921,2,2012-12-15,2013-06-30,20.53,64.41,940.44,66.69,953.22,134.55
29549,3,2002-02-05,2002-06-13,24.67,52.48,1096.11,54.04,1087.03,194.69
260898,2,2010-02-03,2010-05-31,18.24,54.79,1080.45,51.28,1104.66,176.48
140078,3,2004-11-20,2005-06-22,14.40,68.07,933.73,62.59,1019.25,170.23
225426,1,2004-11-03,2005-06-24,11.23,61.16,1005.68,57.04,1054.13,108.65
259962,1,2005-12-06,2006-06-14,12.23,61.92,968.40,56.68,1060.44,85.06
352082,6,2012-10-06,2013-06-29,18.80,65.82,948.62,65.03,978.58,118.72
136228,7,2008-01-03,2008-06-20,15.87,45.64,1160.34,47.85,1120.75,119.47
173922,2,2006-01-04,2006-06-22,15.78,54.31,1035.14,55.93,1040.64,92.43
118586,6,2002-12-04,2003-06-08,16.67,69.12,895.61,65.78,941.51,144.27
258458,7,2007-12-26,2008-06-14,22.43,60.34,1034.67,64.16,989.09,109.93
396828,2,2011-11-26,2012-06-06,20.73,59.19,1054.63,60.73,1036.25,183.57
260198,1,2009-02-01,2009-06-20,14.98,52.54,1042.44,49.93,1084.33,117.26
350780,1,2012-09-30,2013-06-12,12.93,62.18,996.56,59.40,1014.78,186.90
150811,3,2004-01-09,2004-07-01,18.21,42.98,1154.77,47.04,1130.54,65.95
120530,1,2004-02-26,2004-06-02,18.84,58.32,1024.18,57.65,1034.04,111.65
244105,2,2009-12-29,2010-06-23,16.93,52.64,1146.51,59.61,1051.02,147.41
373104,2,2014-10-23,2015-06-26,14.65,68.14,848.80,64.90,950.43,176.53
83172,6,2007-02-10,2007-06-19,17.33,53.76,1061.14,50.68,1073.65,127.63
136619,2,2004-11-02,2005-06-29,13.90,57.42,1094.60,56.39,1107.67,176.33
333196,4,2015-01-20,2015-06-01,21.20,54.72,1038.34,54.19,1036.01,126.20
294695,4,2006-01-07,2006-06-29,24.81,57.58,1018.51,54.36,1061.10,61.28
317621,2,2006-12-21,2007-06-09,15.83,58.60,1098.50,58.51,1089.44,166.17
160700,9,2009-11-26,2010-06-17,18.10,64.42,997.66,63.80,978.06,185.52
332050,2,2010-11-12,2011-05-16,23.30,51.07,1084.80,55.70,1005.25,171.01
309113,2,2009-10-07,2010-06-03,16.20,60.58,996.24,60.25,1018.26,182.31
245606,3,2010-10-24,2011-06-11,16.33,63.76,966.85,62.78,1007.21,113.68
177418,3,2004-02-03,2004-06-22,19.08,51.21,1095.49,52.56,1092.98,99.02
204113,2,2008-01-11,2008-06-10,13.94,45.95,1126.64,44.75,1148.38,105.90
235694,3,2006-09-17,2007-06-06,16.77,60.25,1035.80,61.95,1030.30,176.97
232676,2,2002-10-29,2003-06-16,13.00,72.04,1052.36,66.49,991.66,114.68
267039,6,2015-02-01,2015-06-01,25.88,60.95,967.39,56.72,1040.67,104.56
90960,2,2001-10-31,2002-05-21,18.80,68.26,912.58,62.65,990.82,158.75
332968,3,2010-09-13,2011-06-09,16.57,61.71,1033.60,60.49,1035.98,163.75
232977,3,2007-01-29,2007-06-19,17.97,55.30,1055.26,53.52,1062.25,101.65
198636,2,2004-12-15,2005-05-17,14.13,61.55,1009.54,60.54,1022.63,120.78
382177,2,2013-10-23,2014-05-28,13.73,60.94,1002.27,61.75,1017.06,190.97
117473,1,2004-01-13,2004-06-20,18.63,52.61,1076.57,50.16,1094.88,126.55
79933,4,2001-12-04,2002-06-08,16.13,58.79,1116.79,61.46,1039.42,172.83
203750,2,2005-12-22,2006-06-27,15.13,63.51,1023.63,60.79,1027.83,135.49
225543,4,2006-12-01,2007-06-15,10.37,65.07,1045.70,61.52,1059.93,175.50
163166,2,2003-10-24,2004-06-06,18.50,56.55,1083.14,60.69,1024.33,181.79
394902,1,2012-11-13,2013-06-25,16.00,64.14,970.07,64.52,969.01,189.31
210033,4,2008-11-12,2009-06-25,16.43,66.10,933.51,62.75,1002.35,163.72
215897,2,2005-11-19,2006-06-27,13.03,61.58,1033.90,60.94,1027.24,141.02
346018,2,2013-09-29,2014-06-11,11.03,64.31,951.60,60.35,1042.81,206.85
107716,2,2005-01-24,2005-06-20,16.66,55.46,1016.13,52.42,1089.72,112.93
420647,1,2011-10-24,2012-06-06,14.70,59.24,1011.47,61.18,1007.10,135.86
281054,2,2010-10-29,2011-06-09,10.40,51.85,1070.27,57.41,1032.90,152.09
368536,2,2014-01-21,2014-06-19,20.63,58.01,1029.60,57.98,1031.42,125.18
108444,1,2003-11-07,2004-06-24,12.50,59.08,1097.13,61.93,1014.83,177.57
63461,1,2000-09-12,2001-06-15,14.17,61.38,1024.00,63.08,991.87,195.49
224021,3,2005-10-26,2006-07-04,10.10,60.04,1033.71,61.91,1024.56,106.30
281655,5,2008-12-12,2009-05-20,25.80,58.88,993.23,53.42,1064.24,82.36
414778,1,2013-09-30,2014-06-23,17.97,63.07,1013.77,61.27,1045.98,187.85
81156,2,2001-11-06,2002-06-21,12.20,62.38,987.13,57.03,1089.19,160.10
315232,2,2011-02-06,2011-05-23,20.69,59.57,1000.68,57.65,1028.11,134.36
147696,1,2005-02-01,2005-07-01,17.61,50.66,1066.65,53.32,1049.32,92.89
257774,1,2008-01-02,2008-06-23,22.11,57.45,1022.67,54.60,1070.87,102.07
114454,1,2002-01-02,2002-06-29,16.44,55.79,1067.54,54.24,1083.93,156.05
368381,2,2011-01-08,2011-05-30,23.53,52.14,1074.85,52.89,1056.99,139.73
193947,2,2006-11-04,2007-06-09,14.60,58.60,1098.50,58.51,1089.44,166.17
285342,1,2010-01-01,2010-06-22,22.16,38.42,1179.16,43.98,1164.41,108.41
92244,1,2000-10-20,2001-06-27,8.80,60.14,1005.35,58.20,1032.16,232.83
199193,6,2011-01-11,2011-06-14,22.36,51.74,1079.33,53.19,1083.59,121.70
335611,1,2011-11-27,2012-06-25,11.17,59.96,1025.87,59.58,1042.99,137.10
95292,1,2003-09-13,2004-06-21,14.53,58.88,1110.99,62.39,1039.93,161.64
338908,6,2011-12-28,2012-06-01,22.40,58.97,1023.94,56.54,1062.52,154.93
53953,4,2000-12-04,2001-06-13,19.03,53.53,1155.93,60.79,1027.33,216.64
290654,1,2006-11-22,2007-06-10,10.87,61.85,1012.20,61.47,1029.77,145.01
211092,3,2009-09-22,2010-06-11,22.00,70.36,855.15,57.12,1039.10,182.31
262754,2,2007-10-25,2008-06-19,14.03,59.74,999.10,63.17,979.41,156.66
88157,1,2003-01-17,2003-06-24,15.32,59.51,1025.00,55.77,1056.97,98.27
217481,1,2002-02-28,2002-06-27,15.18,54.89,1092.92,52.87,1099.27,195.23
393942,1,2012-10-01,2013-06-21,12.37,67.59,904.31,61.68,997.60,163.15
416679,2,2013-12-27,2014-05-14,22.37,58.75,1033.71,58.81,1020.78,181.62
89072,2,2003-01-29,2003-06-28,26.46,60.81,982.19,60.02,993.24,88.45
262153,2,2004-10-31,2005-06-13,14.40,61.57,1031.49,58.36,1066.70,121.29
61432,5,2003-02-09,2003-05-31,23.66,57.35,1010.16,58.29,1019.40,79.58
17515,6,2000-11-11,2001-06-08,15.03,59.29,1059.07,60.95,1048.67,186.28
270068,2,2009-09-30,2010-06-24,10.27,56.51,1118.36,59.67,1052.67,136.13
305919,1,2006-01-09,2006-06-25,16.03,57.99,1029.39,54.29,1057.40,115.35
271608,5,2014-02-14,2014-06-16,20.44,53.87,1051.41,52.51,1056.60,110.35
77435,5,2005-12-14,2006-06-30,19.07,61.97,1018.96,60.26,1054.90,122.75
90935,2,2003-02-26,2003-06-27,17.23,48.61,1094.81,50.67,1100.23,119.44
296625,2,2010-09-25,2011-06-12,15.10,59.01,1013.81,58.67,1048.37,140.22
339219,1,2010-02-08,2010-06-21,18.70,,,,,145.34
205489,2,2007-02-24,2007-05-27,27.24,56.96,1069.62,59.19,1034.38,113.38
144441,1,2004-12-24,2005-06-17,14.43,59.17,1006.26,59.16,1059.66,163.21
31784,6,2002-09-29,2003-06-23,14.27,67.24,987.62,69.18,941.38,96.92
116773,2,2004-01-05,2004-07-06,17.72,50.13,1135.64,51.11,1099.33,132.96
369012,5,2012-02-03,2012-06-20,23.82,55.53,1076.69,56.50,1057.95,179.39
405062,1,2011-02-19,2011-06-08,14.94,48.79,1088.96,49.33,1106.62,149.73
388079,2,2011-10-07,2012-05-21,18.10,66.37,906.88,61.06,999.68,152.09
350013,7,2013-10-18,2014-06-19,19.13,60.92,1067.35,60.21,1062.55,207.62
60681,2,2002-02-24,2002-06-09,18.38,55.53,1067.36,55.94,1078.73,132.29
303661,1,2010-10-26,2011-06-06,12.63,64.40,1022.82,62.76,995.31,133.71
387756,2,2014-12-17,2015-05-22,18.60,58.47,1070.08,62.80,978.89,160.77
309918,1,2010-12-04,2011-06-09,11.87,52.26,1129.65,53.21,1121.22,144.88
305648,2,2009-11-28,2010-06-20,11.43,60.73,1092.90,67.06,957.36,186.46
390194,2,2012-10-11,2013-07-03,10.83,61.01,1080.78,60.81,1018.48,161.91
390508,1,2013-12-20,2014-06-06,17.60,60.50,1067.28,63.33,1018.16,169.56
219696,1,2007-10-26,2008-06-30,7.27,67.80,949.40,64.05,993.03,126.67
40918,5,2005-02-13,2005-06-17,29.18,50.96,1088.36,51.75,1100.75,122.96
171425,5,2003-12-12,2004-06-01,15.70,64.12,1036.74,62.39,990.56,158.99
409883,2,2014-11-02,2015-06-08,16.93,65.99,954.27,63.09,974.65,175.07
208277,2,2004-02-29,2004-06-07,16.90,53.07,1039.05,56.87,1013.04,92.09
314618,1,2011-01-27,2011-06-06,18.91,53.02,1029.23,50.36,1075.56,126.80
227774,2,2005-10-16,2006-07-03,9.20,64.38,927.17,64.21,934.86,58.52
19491,2,2000-11-21,2001-06-06,10.97,61.39,1075.81,62.37,1023.09,177.50
347626,4,2014-11-25,2015-06-10,14.47,62.06,979.72,63.69,990.35,154.17
294460,3,2013-02-21,2013-06-08,19.88,52.59,1051.67,52.98,1064.81,99.28
313209,2,2010-01-18,2010-06-17,23.37,54.44,997.48,54.46,1024.91,157.30
332882,4,2010-12-17,2011-06-04,16.07,61.33,1029.21,60.01,1047.73,118.79
42917,3,2001-10-18,2002-06-24,10.83,54.44,1107.85,52.75,1136.51,177.43
54371,2,2001-12-10,2002-07-07,12.03,57.33,1046.43,62.69,975.48,134.15
143493,2,2002-01-01,2002-06-17,20.73,53.89,1081.85,51.59,1118.15,157.69
116187,2,2003-12-30,2004-06-26,12.43,62.60,993.93,62.98,1028.75,159.82
392895,1,2013-01-08,2013-06-29,18.04,53.07,1037.39,55.11,1033.00,98.20
337251,1,2008-09-04,2009-06-27,9.27,60.86,1063.27,63.00,1027.82,111.48
39301,7,2007-10-30,2008-06-18,17.87,60.16,996.92,62.87,998.72,101.87
107932,2,2000-12-03,2001-06-12,15.57,57.08,1091.10,62.52,1009.63,172.77
160603,1,2005-10-14,2006-06-17,13.77,67.26,999.68,59.74,1051.47,162.49
101153,2,2004-09-24,2005-06-18,11.13,65.74,999.70,62.09,1033.99,155.61
150097,1,2001-12-26,2002-06-01,13.13,60.17,1033.77,61.51,1012.76,172.53
369663,1,2009-11-05,2010-06-18,11.87,53.76,1152.36,56.49,1088.02,177.61
260466,2,2008-02-03,2008-06-30,19.51,59.33,1008.02,56.38,1048.06,121.21
383455,1,2013-10-29,2014-06-04,15.20,60.78,1056.86,59.00,1065.35,258.53
100142,1,2001-11-23,2002-06-02,12.07,60.41,1021.01,61.77,1023.72,178.15
395479,1,2010-09-27,2011-05-18,12.97,61.90,955.21,55.22,1071.98,109.05
232214,1,2008-02-02,2008-06-22,11.19,49.41,1078.37,51.00,1085.44,109.02
57280,1,2001-01-14,2001-07-05,19.86,54.48,1063.18,49.21,1112.53,119.14
223756,6,2012-01-29,2012-06-18,20.07,59.20,1022.73,55.50,1067.96,137.65
8787,2,2000-10-11,2001-06-02,16.90,61.89,1006.57,62.30,993.16,169.83
176682,2,2006-02-10,2006-07-18,17.11,49.25,1086.78,49.01,1115.75,111.36
259280,1,2009-01-19,2009-06-05,17.36,53.57,1041.60,55.68,1069.14,159.81
393391,2,2015-02-22,2015-06-11,22.83,53.29,1077.29,55.46,1049.89,119.75
141242,1,2003-12-24,2004-07-02,16.93,60.00,984.15,56.03,1071.68,165.57
336956,2,2013-01-01,2013-06-26,24.24,47.78,1083.74,50.42,1080.65,130.77
306445,7,2010-11-09,2011-06-21,14.13,54.88,1093.43,56.77,1079.86,124.87
321972,4,2011-09-19,2012-07-02,13.07,62.95,1019.81,59.73,1041.79,144.31
420251,1,2015-02-22,2015-06-29,17.79,55.64,1051.90,55.80,1041.73,94.88
183158,3,2007-09-21,2008-06-18,8.97,58.36,1024.43,62.37,1030.58,193.67
65058,6,2004-10-07,2005-06-07,17.53,58.74,1027.72,64.37,976.87,142.55
156714,3,2005-09-28,2006-07-02,17.47,59.87,1024.42,60.38,1026.52,127.96
256578,1,2007-01-30,2007-06-18,15.38,57.35,1010.32,56.89,1029.37,134.47
178918,2,2003-09-18,2004-07-06,11.47,57.08,1087.35,59.78,1042.35,74.10
345280,4,2013-09-20,2014-06-14,16.20,62.61,1011.50,57.75,1081.59,209.00
85044,1,2002-12-14,2003-06-10,12.87,69.27,925.54,65.95,963.82,157.06
417063,1,2015-01-04,2015-06-16,17.16,53.59,1064.84,48.66,1136.75,121.36
41286,4,2004-12-29,2005-06-24,12.83,69.09,961.20,62.12,1038.41,133.07
412726,1,2014-11-20,2015-06-08,15.90,66.74,901.60,64.83,932.28,163.96
368619,6,2014-01-28,2014-06-24,18.25,51.46,1059.94,53.18,1071.24,137.49
92239,7,2001-09-22,2002-06-11,20.93,54.85,1125.10,57.82,1079.15,137.39
417405,2,2015-01-08,2015-06-03,20.68,55.16,1028.83,56.46,1027.71,100.65
291722,1,2007-11-18,2008-06-15,17.00,51.36,1046.68,55.05,1075.23,127.45
368768,1,2012-02-04,2012-06-14,16.49,45.87,1162.45,46.09,1150.32,119.25
198623,1,2006-12-03,2007-06-04,12.93,60.33,1017.76,62.24,1036.57,221.03
92290,2,2001-01-23,2001-07-08,18.61,55.51,1073.77,55.46,1073.97,120.73
300200,6,2014-10-05,2015-06-18,16.10,58.40,1069.62,62.13,1005.16,116.46
104311,1,2003-10-21,2004-06-02,20.83,62.61,1026.64,61.30,997.33,167.23
342479,2,2012-02-17,2012-06-19,17.40,49.77,1104.85,46.57,1131.42,151.56
394088,1,2014-02-09,2014-06-14,22.71,49.93,1058.01,46.77,1100.83,151.37
404856,5,2013-11-03,2014-05-14,21.93,58.75,1033.71,58.81,1020.78,174.00
222872,2,2007-11-10,2008-06-13,17.40,56.43,995.46,60.89,983.33,126.58
282697,1,2008-10-23,2009-06-25,14.40,61.75,1019.40,64.77,1009.97,122.57
317872,4,2009-12-26,2010-06-14,23.13,65.27,1004.97,61.35,1028.22,160.16
208033,1,2000-12-29,2001-06-14,12.90,55.16,1096.96,60.95,1021.78,192.54
27897,1,2001-02-08,2001-07-10,15.63,45.66,1190.03,50.00,1132.97,180.58
404921,1,2014-10-09,2015-06-23,16.20,58.84,1039.21,60.58,1012.34,92.48
104113,2,2000-09-23,2001-06-07,13.27,64.99,999.46,60.63,1044.89,160.96
34425,2,2001-09-13,2002-05-31,12.73,66.40,953.63,62.03,1007.89,176.24
340238,2,2013-02-01,2013-06-21,20.59,51.66,1076.31,51.02,1074.79,89.07
224985,1,2005-11-02,2006-07-08,11.37,56.27,1042.24,59.87,1028.32,71.11
148800,2,2002-12-08,2003-07-06,10.03,51.92,1115.03,61.82,1020.09,129.94
322702,3,2013-12-04,2014-06-28,15.60,59.19,1001.74,58.98,1002.96,126.27
242482,2,2008-10-01,2009-06-11,13.37,65.88,964.49,61.50,1016.04,168.72
414932,1,2014-12-09,2015-06-25,13.13,64.44,946.49,68.19,924.99,148.11
226345,2,2007-12-02,2008-07-02,16.70,63.63,1006.97,58.43,1057.06,134.49
257316,1,2008-12-27,2009-06-10,18.37,67.56,929.97,64.47,974.06,164.45
311283,2,2008-12-04,2009-06-15,17.97,66.26,975.72,59.40,1024.48,133.72
258849,2,2009-01-14,2009-06-26,18.76,53.01,1040.28,47.77,1114.41,111.59
260062,1,2006-02-09,2006-06-30,16.23,54.68,1058.13,51.50,1081.86,104.10
283460,1,2007-12-02,2008-07-01,14.87,64.52,994.89,61.74,1007.45,168.59
241517,3,2008-09-26,2009-06-24,16.57,61.97,1026.71,65.61,989.56,170.04
140320,3,2003-11-22,2004-06-22,11.77,60.10,1020.74,62.39,1048.19,141.67
217760,5,2012-12-07,2013-05-04,15.95,56.35,1007.94,46.95,1123.02,86.92
415683,1,2012-12-16,2013-06-19,13.27,69.96,916.32,61.67,1002.47,220.01
250330,2,2008-11-03,2009-06-18,12.33,60.11,1116.78,57.15,1100.53,163.97
97258,5,2006-11-01,2007-05-17,26.60,49.60,1237.03,59.53,1024.88,130.72
34761,1,2001-09-16,2002-06-15,13.50,63.79,990.87,61.37,1048.82,107.64
362317,1,2011-09-16,2012-06-12,12.70,59.94,1028.77,62.59,988.16,135.21
266755,1,2009-09-13,2010-06-11,9.67,67.57,977.95,62.59,1027.32,172.59
366990,2,2014-02-18,2014-06-23,20.87,58.70,1032.71,58.95,1017.48,111.34
393619,5,2011-10-23,2012-06-17,15.27,62.82,951.85,60.98,1012.41,148.33
340993,6,2013-02-21,2013-06-27,20.82,53.13,1033.06,50.09,1079.35,116.87
347514,1,2012-09-11,2013-06-14,14.43,62.63,1014.60,58.73,1044.77,225.65
318487,1,2008-11-01,2009-06-12,15.20,65.53,973.45,61.01,1023.16,146.17
36220,3,2001-09-24,2002-06-24,17.47,57.77,1023.86,56.70,1059.12,103.70
203663,3,2008-02-03,2008-06-21,22.18,52.52,1058.43,52.57,1059.57,116.88
172836,2,2004-10-27,2005-06-13,12.33,64.94,1020.44,61.80,1017.29,132.17
115037,1,2003-12-18,2004-07-06,15.03,61.47,1034.23,63.16,978.74,89.99
255768,3,2006-10-10,2007-06-10,17.07,66.49,985.07,62.88,1030.74,157.23
295406,5,2013-09-22,2014-06-03,13.60,57.32,1109.08,60.56,1057.13,188.68
267599,6,2009-09-18,2010-06-01,21.97,64.02,1015.39,64.73,989.52,172.34
263203,1,2004-11-19,2005-06-11,11.80,60.12,1051.37,60.39,1053.86,127.38
164152,6,2008-10-08,2009-06-27,12.00,61.18,1015.94,60.66,1044.75,131.33
100575,4,2005-09-21,2006-05-29,16.23,58.85,1113.34,61.38,1016.62,157.54
202974,1,2006-01-23,2006-06-12,14.75,58.27,1023.82,55.94,1055.43,154.02
55927,1,2001-12-24,2002-05-25,12.37,63.50,1001.23,62.19,993.92,99.34
259036,2,2006-12-24,2007-06-09,13.43,63.19,984.53,62.40,1006.15,138.49
234093,1,2005-11-23,2006-06-07,14.53,60.84,957.50,62.44,1003.16,170.57
362775,1,2011-12-11,2012-06-20,14.13,62.36,986.37,62.29,989.55,126.88
309834,1,2007-11-20,2008-06-12,15.53,62.28,1037.91,65.04,981.26,174.00
80217,7,2005-11-21,2006-06-10,17.93,65.64,993.76,61.79,1059.30,177.86
233631,2,2008-02-22,2008-07-01,19.69,56.74,1030.89,55.33,1045.29,142.26
368837,2,2014-01-27,2014-06-14,19.16,54.33,1098.48,54.05,1077.02,149.63
190134,2,2006-10-18,2007-06-10,14.23,64.03,970.15,60.41,1081.77,218.52
115994,3,2003-12-27,2004-05-27,17.93,64.17,973.97,60.82,1004.26,166.76
285429,2,2011-01-02,2011-06-26,13.83,55.44,1059.06,53.64,1057.98,50.84
362971,3,2012-12-07,2013-07-04,17.13,64.98,970.56,64.22,1010.02,204.31
110927,2,2000-09-19,2001-06-18,12.13,61.44,1024.50,62.38,1017.24,209.41
176081,3,2005-01-08,2005-06-24,21.81,55.63,1043.51,54.12,1083.56,119.42
419145,1,2015-02-03,2015-06-10,27.92,57.89,1028.97,58.52,1016.55,110.49
286014,1,2006-12-03,2007-06-04,12.93,60.33,1017.76,62.24,1036.57,221.03
374886,2,2011-02-11,2011-06-11,14.01,58.61,995.98,57.24,1029.76,144.58
345290,3,2010-01-27,2010-05-29,18.58,43.45,1136.00,44.46,1133.19,135.25
337864,2,2007-12-14,2008-05-29,13.43,70.73,898.37,63.24,988.75,180.56
421805,1,2013-11-23,2014-06-12,16.83,63.28,985.14,61.18,1020.15,138.54
251897,1,2005-12-05,2006-05-29,13.93,63.18,1069.30,63.10,983.52,161.36
388865,2,2013-12-04,2014-06-14,16.40,66.07,975.13,62.57,1021.80,91.40
16780,8,2003-10-17,2004-06-19,12.67,63.36,1030.88,62.28,1037.52,181.84
248577,2,2008-10-26,2009-06-27,12.00,65.16,1076.88,63.89,993.24,126.60
97068,1,2003-09-24,2004-05-28,14.70,70.19,909.40,67.65,944.79,111.32
196918,2,2005-10-10,2006-06-17,10.77,67.26,999.68,59.74,1051.47,162.49
231879,1,2004-02-08,2004-07-02,19.22,49.38,1107.73,48.61,1126.20,74.30
281294,3,2006-11-10,2007-05-21,23.50,64.72,900.61,57.42,1024.20,143.33
